DESTINATION,PREFEX,SELLING RATE,RATES (US$)
Turkey - Izmir,90232,0.0312,0.0208
Turkey - Mobile,90592,0.1545,0.103
Turkey - Mobile,90594,0.1545,0.103
Turkey - Mobile,90596,0.1545,0.103
Turkey - Mobile - AVEA,9050,0.16305,0.1087
Turkey - Mobile - AVEA,9055,0.16305,0.1087
Turkey - Mobile - North Cyprus - Turkcell,9053382,0.1542,0.1028
Turkey - Mobile - North Cyprus - Turkcell,9053383,0.1542,0.1028
Turkey - Mobile - North Cyprus - Turkcell,9053384,0.1542,0.1028
Turkey - Mobile - North Cyprus - Turkcell,9053385,0.1542,0.1028
Turkey - Mobile - North Cyprus - Turkcell,9053386,0.1542,0.1028
Turkey - Mobile - North Cyprus - Turkcell,9053387,0.1542,0.1028
Turkey - Mobile - North Cyprus - Turkcell,9053388,0.1542,0.1028
Turkey - Mobile - North Cyprus - Vodafone,9054285,0.1683,0.1122
Turkey - Mobile - North Cyprus - Vodafone,9054286,0.1683,0.1122
Turkey - Mobile - North Cyprus - Vodafone,9054287,0.1683,0.1122
Turkey - Mobile - North Cyprus - Vodafone,9054288,0.1683,0.1122
Turkey - Mobile - North Cyprus - Vodafone,9054698,0.1683,0.1122
Turkey - Mobile - North Cyprus - Vodafone,9054699,0.1683,0.1122
Turkey - Mobile - North Cyprus - Vodafone,9054881,0.1683,0.1122
Turkey - Mobile - North Cyprus - Vodafone,9054882,0.1683,0.1122
Turkey - Mobile - North Cyprus - Vodafone,9054883,0.1683,0.1122
Turkey - Mobile - North Cyprus - Vodafone,9054884,0.1683,0.1122
Turkey - Mobile - North Cyprus - Vodafone,9054885,0.1683,0.1122
Turkey - Mobile - North Cyprus - Vodafone,9054886,0.1683,0.1122
Turkey - Mobile - North Cyprus - Vodafone,9054887,0.1683,0.1122
Turkey - Mobile - North Cyprus - Vodafone,9054888,0.1683,0.1122
Turkey - Mobile - North Cyprus - Vodafone,9054889,0.1683,0.1122
Turkey - Mobile - Turkcell,9053,0.1515,0.101
Turkey - Mobile - Turkcell,9056161,0.1515,0.101
Turkey - Mobile - Vodafone,9054,0.1917,0.1278
Turkey - North Cyprus,90392,0.0312,0.0208
Turkey - Samsun,90362,0.0312,0.0208
Turkey - Special Services,9085023,7.8,5.2
Turkmenistan,993,0.1404,0.0936
Turkmenistan - Mobile,9936,0.2106,0.1404
Turks & Caicos,1649,0.312,0.208
Turks & Caicos - Mobile,1649431,0.3276,0.2184
Turks & Caicos - Mobile,1649432,0.3276,0.2184
Turks & Caicos - Mobile,1649441,0.3276,0.2184
Turks & Caicos - Mobile,1649442,0.3276,0.2184
Turks & Caicos - Mobile - CW,1649231,0.3276,0.2184
Turks & Caicos - Mobile - CW,1649232,0.3276,0.2184
Turks & Caicos - Mobile - CW,1649239,0.3276,0.2184
Turks & Caicos - Mobile - CW,1649241,0.3276,0.2184
Turks & Caicos - Mobile - CW,1649242,0.3276,0.2184
Turks & Caicos - Mobile - CW,1649243,0.3276,0.2184
Turks & Caicos - Mobile - CW,1649244,0.3276,0.2184
Turks & Caicos - Mobile - CW,1649245,0.3276,0.2184
Turks & Caicos - Mobile - CW,1649246,0.3276,0.2184
Turks & Caicos - Mobile - CW,1649247,0.3276,0.2184
Turks & Caicos - Mobile - Digicel,1649331,0.3276,0.2184
Turks & Caicos - Mobile - Digicel,1649332,0.3276,0.2184
Turks & Caicos - Mobile - Digicel,1649333,0.3276,0.2184
Turks & Caicos - Mobile - Digicel,1649338,0.3276,0.2184
Turks & Caicos - Mobile - Digicel,1649339,0.3276,0.2184
Turks & Caicos - Mobile - Digicel,1649341,0.3276,0.2184
Turks & Caicos - Mobile - Digicel,1649342,0.3276,0.2184
Turks & Caicos - Mobile - Digicel,1649343,0.3276,0.2184
Turks & Caicos - Mobile - Digicel,1649344,0.3276,0.2184
Turks & Caicos - Mobile - Digicel,1649345,0.3276,0.2184
Turks & Caicos - Mobile - Digicel,1649346,0.3276,0.2184
Turks & Caicos - Mobile - Digicel,1649347,0.3276,0.2184
Turks & Caicos - Mobile - Digicel,1649348,0.3276,0.2184
Turks & Caicos - Mobile - Digicel,1649349,0.3276,0.2184
Tuvalu,688,1.872,1.248
Uganda,256,0.4134,0.2756
Uganda - Mobile - Airtel,25675,0.38295,0.2553
Uganda - Mobile - Gemtel,256477,0.4569,0.3046
Uganda - Mobile - MTN,25632,0.3978,0.2652
Uganda - Mobile - MTN,25639,0.3978,0.2652
Uganda - Mobile - MTN,25677,0.3978,0.2652
Uganda - Mobile - MTN,25678,0.3978,0.2652
Uganda - Mobile - Orange,256204,0.4194,0.2796
Uganda - Mobile - Orange,25673,0.4194,0.2796
Uganda - Mobile - Orange,25679,0.4194,0.2796
Uganda - Mobile - Smile,256720,0.4038,0.2692
Uganda - Mobile - Smile,256762,0.4038,0.2692
Uganda - Mobile - Suretelcom,25674,0.4038,0.2692
Uganda - Mobile - UTL,25671,0.45225,0.3015
Uganda - Mobile - Vodafone,256723,0.45225,0.3015
Uganda - Mobile - Warid,25670,0.4071,0.2714
Uganda - MTN,2563,0.50535,0.3369
Uganda - Warid,256200,0.4212,0.2808
Ukraine,380,0.16455,0.1097
Ukraine - Dnipropetrovsk,380562,0.16455,0.1097
Ukraine - Dnipropetrovsk,3805637,0.16455,0.1097
Ukraine - Dnipropetrovsk,380567,0.16455,0.1097
Ukraine - Dnipropetrovsk Reg,38056,0.16455,0.1097
Ukraine - Donetsk,380622,0.16455,0.1097
Ukraine - Donetsk Reg,38062,0.16455,0.1097
Ukraine - Herson,380552,0.16455,0.1097
Ukraine - Kharkiv,380572,0.16455,0.1097
Ukraine - Kharkiv,380573,0.16455,0.1097
Ukraine - Kharkiv,380577,0.16455,0.1097
Ukraine - Kharkiv Reg,38057,0.16455,0.1097
Ukraine - Kiev,380442,0.16455,0.1097
Ukraine - Kiev,380443,0.16455,0.1097
Ukraine - Kiev,380444,0.16455,0.1097
Ukraine - Kiev,380445,0.16455,0.1097
Ukraine - Krivoy,380564,0.16455,0.1097
Ukraine - Lviv,38032,0.16455,0.1097
Ukraine - Lviv,380322,0.16455,0.1097
Ukraine - Mariupol,380629,0.16455,0.1097
Ukraine - Mobile - Astelit,38063,0.25815,0.1721
Ukraine - Mobile - Astelit,38093,0.25815,0.1721
Ukraine - Mobile - Beeline,38068,0.3174,0.2116
Ukraine - Mobile - Intertelecom,38094,0.3174,0.2116
Ukraine - Mobile - Kievstar,38067,0.28395,0.1893
Ukraine - Mobile - Kievstar,38096,0.28395,0.1893
Ukraine - Mobile - Kievstar,38097,0.28395,0.1893
Ukraine - Mobile - Kievstar,38098,0.28395,0.1893
Ukraine - Mobile - MTS,38050,0.291,0.194
Ukraine - Mobile - MTS,38066,0.291,0.194
Ukraine - Mobile - MTS,38095,0.291,0.194
Ukraine - Mobile - MTS,38099,0.291,0.194
Ukraine - Mobile - Telesystems,38092,0.3174,0.2116
Ukraine - Mobile - Ukrtelecom,38091,0.28785,0.1919
Ukraine - Nikolaev,380512,0.16455,0.1097
Ukraine - Odessa,380482,0.16455,0.1097
Ukraine - Odessa,380487,0.16455,0.1097
Ukraine - Odessa Reg,38048,0.16455,0.1097
Ukraine - Poltava,380532,0.16455,0.1097
Ukraine - Simpheropol,380652,0.16455,0.1097
Ukraine - Simpheropol,380692,0.16455,0.1097
Ukraine - Zaporozhye,380612,0.16455,0.1097
United Arab Emirates,971,0.1833,0.1222
United Arab Emirates - Abu Dhabi,9712,0.1833,0.1222
United Arab Emirates - Mobile - DU,97152,0.1833,0.1222
United Arab Emirates - Mobile - DU,97155,0.1833,0.1222
United Arab Emirates - Mobile - Etisalat,97150,0.1833,0.1222
United Arab Emirates - Mobile - Etisalat,97156,0.1833,0.1222
United Arab Emirates - Mobile - Other,9715,0.1833,0.1222
United Kingdom,44,0.0039,0.0026
United Kingdom - Mobile,447100,0.312,0.208
United Kingdom - Mobile,447101,0.312,0.208
United Kingdom - Mobile,447102,0.312,0.208
United Kingdom - Mobile,447103,0.312,0.208
United Kingdom - Mobile,447104,0.312,0.208
United Kingdom - Mobile,447105,0.312,0.208
United Kingdom - Mobile,447108,0.312,0.208
United Kingdom - Mobile,447109,0.312,0.208
United Kingdom - Mobile,44711,0.312,0.208
United Kingdom - Mobile,44712,0.312,0.208
United Kingdom - Mobile,44713,0.312,0.208
United Kingdom - Mobile,44714,0.312,0.208
United Kingdom - Mobile,44715,0.312,0.208
United Kingdom - Mobile,44716,0.312,0.208
United Kingdom - Mobile,44717,0.312,0.208
United Kingdom - Mobile,44718,0.312,0.208
United Kingdom - Mobile,44719,0.312,0.208
United Kingdom - Mobile,4472,0.312,0.208
United Kingdom - Mobile,447307,0.312,0.208
United Kingdom - Mobile,447308,0.312,0.208
United Kingdom - Mobile,447309,0.312,0.208
United Kingdom - Mobile,44731,0.312,0.208
United Kingdom - Mobile,44732,0.312,0.208
United Kingdom - Mobile,44733,0.312,0.208
United Kingdom - Mobile,447343,0.312,0.208
United Kingdom - Mobile,447344,0.312,0.208
United Kingdom - Mobile,447345,0.312,0.208
United Kingdom - Mobile,447346,0.312,0.208
United Kingdom - Mobile,447347,0.312,0.208
United Kingdom - Mobile,447348,0.312,0.208
United Kingdom - Mobile,447349,0.312,0.208
United Kingdom - Mobile,44735,0.312,0.208
United Kingdom - Mobile,44736,0.312,0.208
United Kingdom - Mobile,447370,0.312,0.208
United Kingdom - Mobile,447371,0.312,0.208
United Kingdom - Mobile,447372,0.312,0.208
United Kingdom - Mobile,447373,0.312,0.208
United Kingdom - Mobile,447374,0.312,0.208
United Kingdom - Mobile,4473800,0.312,0.208
United Kingdom - Mobile,4473892,0.312,0.208
United Kingdom - Mobile,4473893,0.312,0.208
United Kingdom - Mobile,4473894,0.312,0.208
United Kingdom - Mobile,4473895,0.312,0.208
United Kingdom - Mobile,4473896,0.312,0.208
United Kingdom - Mobile,4473899,0.312,0.208
United Kingdom - Mobile,447390,0.312,0.208
United Kingdom - Mobile,4473974,0.312,0.208
United Kingdom - Mobile,4474065,0.312,0.208
United Kingdom - Mobile,4474069,0.312,0.208
United Kingdom - Mobile,4474083,0.312,0.208
United Kingdom - Mobile,4474084,0.312,0.208
United Kingdom - Mobile,4474085,0.312,0.208
United Kingdom - Mobile,4474086,0.312,0.208
United Kingdom - Mobile,4474087,0.312,0.208
United Kingdom - Mobile,4474171,0.312,0.208
United Kingdom - Mobile,4474179,0.312,0.208
United Kingdom - Mobile,4474181,0.312,0.208
United Kingdom - Mobile,4474184,0.312,0.208
United Kingdom - Mobile,4474187,0.312,0.208
United Kingdom - Mobile,4474189,0.312,0.208
United Kingdom - Mobile,4474391,0.312,0.208
United Kingdom - Mobile,4474392,0.312,0.208
United Kingdom - Mobile,4474393,0.312,0.208
United Kingdom - Mobile,4474394,0.312,0.208
United Kingdom - Mobile,4474395,0.312,0.208
United Kingdom - Mobile,4474396,0.312,0.208
United Kingdom - Mobile,4474397,0.312,0.208
United Kingdom - Mobile,4474398,0.312,0.208
United Kingdom - Mobile,4474399,0.312,0.208
United Kingdom - Mobile,4474408,0.312,0.208
United Kingdom - Mobile,4474410,0.312,0.208
United Kingdom - Mobile,4474411,0.312,0.208
United Kingdom - Mobile,4474412,0.312,0.208
United Kingdom - Mobile,4474415,0.312,0.208
United Kingdom - Mobile,4474417,0.312,0.208
United Kingdom - Mobile,4474515,0.312,0.208
United Kingdom - Mobile,4474516,0.312,0.208
United Kingdom - Mobile,4474517,0.312,0.208
United Kingdom - Mobile,4474520,0.312,0.208
United Kingdom - Mobile,4474521,0.312,0.208
United Kingdom - Mobile,4474522,0.312,0.208
United Kingdom - Mobile,4474523,0.312,0.208
United Kingdom - Mobile,4474524,0.312,0.208
United Kingdom - Mobile,4474525,0.312,0.208
United Kingdom - Mobile,4474526,0.312,0.208
United Kingdom - Mobile,4474572,0.312,0.208
United Kingdom - Mobile,4474574,0.312,0.208
United Kingdom - Mobile,4474576,0.312,0.208
United Kingdom - Mobile,4474577,0.312,0.208
United Kingdom - Mobile,4474578,0.312,0.208
United Kingdom - Mobile,4474579,0.312,0.208
United Kingdom - Mobile,4474580,0.312,0.208
United Kingdom - Mobile,4474581,0.312,0.208
United Kingdom - Mobile,4474582,0.312,0.208
United Kingdom - Mobile,4474585,0.312,0.208
United Kingdom - Mobile,4474653,0.312,0.208
United Kingdom - Mobile,4474655,0.312,0.208
United Kingdom - Mobile,4474880,0.312,0.208
United Kingdom - Mobile,4474881,0.312,0.208
United Kingdom - Mobile,4474886,0.312,0.208
United Kingdom - Mobile,4474888,0.312,0.208
United Kingdom - Mobile,447509,0.312,0.208
United Kingdom - Mobile,4475201,0.312,0.208
United Kingdom - Mobile,4475203,0.312,0.208
United Kingdom - Mobile,4475204,0.312,0.208
United Kingdom - Mobile,4475205,0.312,0.208
United Kingdom - Mobile,4475208,0.312,0.208
United Kingdom - Mobile,4475209,0.312,0.208
United Kingdom - Mobile,447524,0.312,0.208
United Kingdom - Mobile,4475325,0.312,0.208
United Kingdom - Mobile,4475329,0.312,0.208
United Kingdom - Mobile,4475370,0.312,0.208
United Kingdom - Mobile,4475371,0.312,0.208
United Kingdom - Mobile,4475372,0.312,0.208
United Kingdom - Mobile,4475375,0.312,0.208
United Kingdom - Mobile,4475376,0.312,0.208
United Kingdom - Mobile,4475377,0.312,0.208
United Kingdom - Mobile,4475580,0.312,0.208
United Kingdom - Mobile,4475581,0.312,0.208
United Kingdom - Mobile,4475582,0.312,0.208
United Kingdom - Mobile,4475583,0.312,0.208
United Kingdom - Mobile,4475584,0.312,0.208
United Kingdom - Mobile,4475585,0.312,0.208
United Kingdom - Mobile,4475586,0.312,0.208
United Kingdom - Mobile,4475587,0.312,0.208
United Kingdom - Mobile,4475589,0.312,0.208
United Kingdom - Mobile,4475590,0.312,0.208
United Kingdom - Mobile,4475591,0.312,0.208
United Kingdom - Mobile,4475592,0.312,0.208
United Kingdom - Mobile,4475593,0.312,0.208
United Kingdom - Mobile,4475595,0.312,0.208
United Kingdom - Mobile,4475596,0.312,0.208
United Kingdom - Mobile,4475597,0.312,0.208
United Kingdom - Mobile,4475598,0.312,0.208
United Kingdom - Mobile,4475710,0.312,0.208
United Kingdom - Mobile,4475711,0.312,0.208
United Kingdom - Mobile,4475712,0.312,0.208
United Kingdom - Mobile,4475713,0.312,0.208
United Kingdom - Mobile,4475714,0.312,0.208
United Kingdom - Mobile,4475715,0.312,0.208
United Kingdom - Mobile,4475716,0.312,0.208
United Kingdom - Mobile,4475717,0.312,0.208
United Kingdom - Mobile,4475719,0.312,0.208
United Kingdom - Mobile,4475890,0.312,0.208
United Kingdom - Mobile,4475898,0.312,0.208
United Kingdom - Mobile,4475899,0.312,0.208
United Kingdom - Mobile,4476,0.312,0.208
United Kingdom - Mobile,4477001,0.312,0.208
United Kingdom - Mobile,4477002,0.312,0.208
United Kingdom - Mobile,4477003,0.312,0.208
United Kingdom - Mobile,4477004,0.312,0.208
United Kingdom - Mobile,4477005,0.312,0.208
United Kingdom - Mobile,4477006,0.312,0.208
United Kingdom - Mobile,4477007,0.312,0.208
United Kingdom - Mobile,4477008,0.312,0.208
United Kingdom - Mobile,4477009,0.312,0.208
United Kingdom - Mobile,447744,0.312,0.208
United Kingdom - Mobile,4477530,0.312,0.208
United Kingdom - Mobile,4477550,0.312,0.208
United Kingdom - Mobile,4477551,0.312,0.208
United Kingdom - Mobile,44775520,0.312,0.208
United Kingdom - Mobile,44775522,0.312,0.208
United Kingdom - Mobile,44775530,0.312,0.208
United Kingdom - Mobile,44775532,0.312,0.208
United Kingdom - Mobile,44775533,0.312,0.208
United Kingdom - Mobile,44775534,0.312,0.208
United Kingdom - Mobile,44775535,0.312,0.208
United Kingdom - Mobile,44775539,0.312,0.208
United Kingdom - Mobile,44775540,0.312,0.208
United Kingdom - Mobile,44775541,0.312,0.208
United Kingdom - Mobile,44775542,0.312,0.208
United Kingdom - Mobile,44775543,0.312,0.208
United Kingdom - Mobile,44775544,0.312,0.208
United Kingdom - Mobile,44775545,0.312,0.208
United Kingdom - Mobile,44775546,0.312,0.208
United Kingdom - Mobile,44775548,0.312,0.208
United Kingdom - Mobile,44775549,0.312,0.208
United Kingdom - Mobile,44775550,0.312,0.208
United Kingdom - Mobile,44775555,0.312,0.208
United Kingdom - Mobile,4477556,0.312,0.208
United Kingdom - Mobile,4477557,0.312,0.208
United Kingdom - Mobile,4477558,0.312,0.208
United Kingdom - Mobile,4477559,0.312,0.208
United Kingdom - Mobile,447781,0.312,0.208
United Kingdom - Mobile,447797,0.312,0.208
United Kingdom - Mobile,4478221,0.312,0.208
United Kingdom - Mobile,4478223,0.312,0.208
United Kingdom - Mobile,4478225,0.312,0.208
United Kingdom - Mobile,4478297,0.312,0.208
United Kingdom - Mobile,4478298,0.312,0.208
United Kingdom - Mobile,4478299,0.312,0.208
United Kingdom - Mobile,447839,0.312,0.208
United Kingdom - Mobile,4478727,0.312,0.208
United Kingdom - Mobile,4478744,0.312,0.208
United Kingdom - Mobile,4478922,0.312,0.208
United Kingdom - Mobile,4478933,0.312,0.208
United Kingdom - Mobile,4478939,0.312,0.208
United Kingdom - Mobile,4479110,0.312,0.208
United Kingdom - Mobile,4479111,0.312,0.208
United Kingdom - Mobile,4479113,0.312,0.208
United Kingdom - Mobile,4479114,0.312,0.208
United Kingdom - Mobile,4479115,0.312,0.208
United Kingdom - Mobile,4479116,0.312,0.208
United Kingdom - Mobile,4479117,0.312,0.208
United Kingdom - Mobile,4479119,0.312,0.208
United Kingdom - Mobile,4479240,0.312,0.208
United Kingdom - Mobile,4479241,0.312,0.208
United Kingdom - Mobile,4479242,0.312,0.208
United Kingdom - Mobile,4479243,0.312,0.208
United Kingdom - Mobile,4479244,0.312,0.208
United Kingdom - Mobile,4479246,0.312,0.208
United Kingdom - Mobile,4479247,0.312,0.208
United Kingdom - Mobile,4479248,0.312,0.208
United Kingdom - Mobile,4479249,0.312,0.208
United Kingdom - Mobile,447937,0.312,0.208
United Kingdom - Mobile,4479785,0.312,0.208
United Kingdom - Mobile,4479787,0.312,0.208
United Kingdom - Mobile,447991,0.312,0.208
United Kingdom - Mobile,447992,0.312,0.208
United Kingdom - Mobile,447993,0.312,0.208
United Kingdom - Mobile,447994,0.312,0.208
United Kingdom - Mobile,447995,0.312,0.208
United Kingdom - Mobile,447996,0.312,0.208
United Kingdom - Mobile,447997,0.312,0.208
United Kingdom - Mobile,447998,0.312,0.208
United Kingdom - Mobile - H3G,4473781,0.0117,0.0078
United Kingdom - Mobile - H3G,4473782,0.0117,0.0078
United Kingdom - Mobile - H3G,4473783,0.0117,0.0078
United Kingdom - Mobile - H3G,4473784,0.0117,0.0078
United Kingdom - Mobile - H3G,4473785,0.0117,0.0078
United Kingdom - Mobile - H3G,4473786,0.0117,0.0078
United Kingdom - Mobile - H3G,4473787,0.0117,0.0078
United Kingdom - Mobile - H3G,4473788,0.0117,0.0078
United Kingdom - Mobile - H3G,4473789,0.0117,0.0078
United Kingdom - Mobile - H3G,4473801,0.0117,0.0078
United Kingdom - Mobile - H3G,4473802,0.0117,0.0078
United Kingdom - Mobile - H3G,4473803,0.0117,0.0078
United Kingdom - Mobile - H3G,4473804,0.0117,0.0078
United Kingdom - Mobile - H3G,4473805,0.0117,0.0078
United Kingdom - Mobile - H3G,4473806,0.0117,0.0078
United Kingdom - Mobile - H3G,4473807,0.0117,0.0078
United Kingdom - Mobile - H3G,4473808,0.0117,0.0078
United Kingdom - Mobile - H3G,4473809,0.0117,0.0078
United Kingdom - Mobile - H3G,447383,0.0117,0.0078
United Kingdom - Mobile - H3G,4473890,0.0117,0.0078
United Kingdom - Mobile - H3G,4473891,0.0117,0.0078
United Kingdom - Mobile - H3G,4473970,0.0117,0.0078
United Kingdom - Mobile - H3G,4473971,0.0117,0.0078
United Kingdom - Mobile - H3G,4473972,0.0117,0.0078
United Kingdom - Mobile - H3G,4473973,0.0117,0.0078
United Kingdom - Mobile - H3G,4473975,0.0117,0.0078
United Kingdom - Mobile - H3G,4473976,0.0117,0.0078
United Kingdom - Mobile - H3G,4473977,0.0117,0.0078
United Kingdom - Mobile - H3G,4473978,0.0117,0.0078
United Kingdom - Mobile - H3G,4473979,0.0117,0.0078
United Kingdom - Mobile - H3G,447400,0.0117,0.0078
United Kingdom - Mobile - H3G,447401,0.0117,0.0078
United Kingdom - Mobile - H3G,447402,0.0117,0.0078
United Kingdom - Mobile - H3G,447403,0.0117,0.0078
United Kingdom - Mobile - H3G,447411,0.0117,0.0078
United Kingdom - Mobile - H3G,447412,0.0117,0.0078
United Kingdom - Mobile - H3G,447413,0.0117,0.0078
United Kingdom - Mobile - H3G,447414,0.0117,0.0078
United Kingdom - Mobile - H3G,4474170,0.0117,0.0078
United Kingdom - Mobile - H3G,447426,0.0117,0.0078
United Kingdom - Mobile - H3G,447427,0.0117,0.0078
United Kingdom - Mobile - H3G,447428,0.0117,0.0078
United Kingdom - Mobile - H3G,447429,0.0117,0.0078
United Kingdom - Mobile - H3G,447445,0.0117,0.0078
United Kingdom - Mobile - H3G,447446,0.0117,0.0078
United Kingdom - Mobile - H3G,447447,0.0117,0.0078
United Kingdom - Mobile - H3G,4474480,0.0117,0.0078
United Kingdom - Mobile - H3G,447449,0.0117,0.0078
United Kingdom - Mobile - H3G,447450,0.0117,0.0078
United Kingdom - Mobile - H3G,4474527,0.0117,0.0078
United Kingdom - Mobile - H3G,4474528,0.0117,0.0078
United Kingdom - Mobile - H3G,4474529,0.0117,0.0078
United Kingdom - Mobile - H3G,447453,0.0117,0.0078
United Kingdom - Mobile - H3G,447454,0.0117,0.0078
United Kingdom - Mobile - H3G,447455,0.0117,0.0078
United Kingdom - Mobile - H3G,447456,0.0117,0.0078
United Kingdom - Mobile - H3G,4474586,0.0117,0.0078
United Kingdom - Mobile - H3G,4474589,0.0117,0.0078
United Kingdom - Mobile - H3G,447460,0.0117,0.0078
United Kingdom - Mobile - H3G,447462,0.0117,0.0078
United Kingdom - Mobile - H3G,447463,0.0117,0.0078
United Kingdom - Mobile - H3G,4474652,0.0117,0.0078
United Kingdom - Mobile - H3G,4474654,0.0117,0.0078
United Kingdom - Mobile - H3G,4474656,0.0117,0.0078
United Kingdom - Mobile - H3G,4474657,0.0117,0.0078
United Kingdom - Mobile - H3G,4474658,0.0117,0.0078
United Kingdom - Mobile - H3G,4474659,0.0117,0.0078
United Kingdom - Mobile - H3G,447472,0.0117,0.0078
United Kingdom - Mobile - H3G,447473,0.0117,0.0078
United Kingdom - Mobile - H3G,447474,0.0117,0.0078
United Kingdom - Mobile - H3G,447475,0.0117,0.0078
United Kingdom - Mobile - H3G,447476,0.0117,0.0078
United Kingdom - Mobile - H3G,447477,0.0117,0.0078
United Kingdom - Mobile - H3G,447478,0.0117,0.0078
United Kingdom - Mobile - H3G,447479,0.0117,0.0078
United Kingdom - Mobile - H3G,447480,0.0117,0.0078
United Kingdom - Mobile - H3G,447481,0.0117,0.0078
United Kingdom - Mobile - H3G,447482,0.0117,0.0078
United Kingdom - Mobile - H3G,4474884,0.0117,0.0078
United Kingdom - Mobile - H3G,4474885,0.0117,0.0078
United Kingdom - Mobile - H3G,4474887,0.0117,0.0078
United Kingdom - Mobile - H3G,4474889,0.0117,0.0078
United Kingdom - Mobile - H3G,447490,0.0117,0.0078
United Kingdom - Mobile - H3G,447491,0.0117,0.0078
United Kingdom - Mobile - H3G,447492,0.0117,0.0078
United Kingdom - Mobile - H3G,4475326,0.0117,0.0078
United Kingdom - Mobile - H3G,4475327,0.0117,0.0078
United Kingdom - Mobile - H3G,4475328,0.0117,0.0078
United Kingdom - Mobile - H3G,447533,0.0117,0.0078
United Kingdom - Mobile - H3G,4475378,0.0117,0.0078
United Kingdom - Mobile - H3G,4475379,0.0117,0.0078
United Kingdom - Mobile - H3G,447575,0.0117,0.0078
United Kingdom - Mobile - H3G,447576,0.0117,0.0078
United Kingdom - Mobile - H3G,447577,0.0117,0.0078
United Kingdom - Mobile - H3G,447578,0.0117,0.0078
United Kingdom - Mobile - H3G,447588,0.0117,0.0078
United Kingdom - Mobile - H3G,447723,0.0117,0.0078
United Kingdom - Mobile - H3G,447727,0.0117,0.0078
United Kingdom - Mobile - H3G,447728,0.0117,0.0078
United Kingdom - Mobile - H3G,447735,0.0117,0.0078
United Kingdom - Mobile - H3G,447737,0.0117,0.0078
United Kingdom - Mobile - H3G,447782,0.0117,0.0078
United Kingdom - Mobile - H3G,447828,0.0117,0.0078
United Kingdom - Mobile - H3G,4478290,0.0117,0.0078
United Kingdom - Mobile - H3G,4478291,0.0117,0.0078
United Kingdom - Mobile - H3G,4478292,0.0117,0.0078
United Kingdom - Mobile - H3G,4478293,0.0117,0.0078
United Kingdom - Mobile - H3G,4478294,0.0117,0.0078
United Kingdom - Mobile - H3G,4478295,0.0117,0.0078
United Kingdom - Mobile - H3G,4478296,0.0117,0.0078
United Kingdom - Mobile - H3G,447830,0.0117,0.0078
United Kingdom - Mobile - H3G,447832,0.0117,0.0078
United Kingdom - Mobile - H3G,447838,0.0117,0.0078
United Kingdom - Mobile - H3G,447846,0.0117,0.0078
United Kingdom - Mobile - H3G,447848,0.0117,0.0078
United Kingdom - Mobile - H3G,447853,0.0117,0.0078
United Kingdom - Mobile - H3G,447859,0.0117,0.0078
United Kingdom - Mobile - H3G,447861,0.0117,0.0078
United Kingdom - Mobile - H3G,447862,0.0117,0.0078
United Kingdom - Mobile - H3G,447863,0.0117,0.0078
United Kingdom - Mobile - H3G,447865,0.0117,0.0078
United Kingdom - Mobile - H3G,447868,0.0117,0.0078
United Kingdom - Mobile - H3G,447869,0.0117,0.0078
United Kingdom - Mobile - H3G,447877,0.0117,0.0078
United Kingdom - Mobile - H3G,447878,0.0117,0.0078
United Kingdom - Mobile - H3G,447882,0.0117,0.0078
United Kingdom - Mobile - H3G,447883,0.0117,0.0078
United Kingdom - Mobile - H3G,447886,0.0117,0.0078
United Kingdom - Mobile - H3G,447888,0.0117,0.0078
United Kingdom - Mobile - H3G,447897,0.0117,0.0078
United Kingdom - Mobile - H3G,447898,0.0117,0.0078
United Kingdom - Mobile - H3G,447915,0.0117,0.0078
United Kingdom - Mobile - H3G,447916,0.0117,0.0078
United Kingdom - Mobile - H3G,447988,0.0117,0.0078
United Kingdom - Mobile - O2,447106,0.0117,0.0078
United Kingdom - Mobile - O2,447107,0.0117,0.0078
United Kingdom - Mobile - O2,447381,0.0117,0.0078
United Kingdom - Mobile - O2,447382,0.0117,0.0078
United Kingdom - Mobile - O2,447394,0.0117,0.0078
United Kingdom - Mobile - O2,447395,0.0117,0.0078
United Kingdom - Mobile - O2,447430,0.0117,0.0078
United Kingdom - Mobile - O2,447431,0.0117,0.0078
United Kingdom - Mobile - O2,447461,0.0117,0.0078
United Kingdom - Mobile - O2,447489,0.0117,0.0078
United Kingdom - Mobile - O2,447499,0.0117,0.0078
United Kingdom - Mobile - O2,44751,0.0117,0.0078
United Kingdom - Mobile - O2,447521,0.0117,0.0078
United Kingdom - Mobile - O2,447522,0.0117,0.0078
United Kingdom - Mobile - O2,447523,0.0117,0.0078
United Kingdom - Mobile - O2,447525,0.0117,0.0078
United Kingdom - Mobile - O2,447526,0.0117,0.0078
United Kingdom - Mobile - O2,44754,0.0117,0.0078
United Kingdom - Mobile - O2,44756,0.0117,0.0078
United Kingdom - Mobile - O2,44759,0.0117,0.0078
United Kingdom - Mobile - O2,447701,0.0117,0.0078
United Kingdom - Mobile - O2,447702,0.0117,0.0078
United Kingdom - Mobile - O2,447703,0.0117,0.0078
United Kingdom - Mobile - O2,447704,0.0117,0.0078
United Kingdom - Mobile - O2,447705,0.0117,0.0078
United Kingdom - Mobile - O2,447706,0.0117,0.0078
United Kingdom - Mobile - O2,447707,0.0117,0.0078
