,,,,,,
Price List Date ,6/7/17,,,,,
Ecuador - Cuenca Etapa,5937200,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,5937201,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,5937202,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,5937203,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,5937204,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,5937205,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,5937206,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,5937207,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,5937208,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,5937209,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,5937232,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,5937233,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,5937234,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,5937235,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,5937236,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,5937237,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,5937238,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,5937239,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,5937240,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,5937244,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,5937245,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,5937246,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,5937247,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,5937248,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,5937249,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,593728,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59372890,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59372891,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59372892,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59372893,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59372896,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59372897,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59372898,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59372899,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,5937290,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374000,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374001,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374002,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374003,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374004,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374005,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374006,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374007,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374008,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374009,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374010,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374011,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374012,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374013,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374014,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374015,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374016,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374017,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374018,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374019,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374020,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374021,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374022,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374023,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374024,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374025,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374026,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374027,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374028,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374029,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,5937403,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,5937404,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374050,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374051,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374052,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374053,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374054,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374055,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374056,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374057,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374058,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374059,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374060,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374061,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374062,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374063,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374064,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374065,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374066,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374067,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374068,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374069,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374070,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374071,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374072,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374073,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374074,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374075,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374076,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374077,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374078,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374079,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,5937408,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,5937409,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,593741,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374100,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374101,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374102,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374103,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374104,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374105,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374173,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374175,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374177,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374179,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374181,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374183,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374185,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374187,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374189,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374191,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374193,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374195,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374197,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374199,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,593742000,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,593742001,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,593742002,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,593742003,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,593742004,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374203,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374205,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374207,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374209,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,593742110,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,593742111,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,593742112,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,593742113,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,593742114,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,593742115,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374213,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374214,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59374215,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,593770000,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,593770001,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,593770002,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,593770003,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,593770004,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,593770010,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,593770011,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,593770040,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,59377005,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,593770060,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,593770061,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Etapa,593770062,6/7/17,Flat,0.1097,1-1-1,
Ecuador - Cuenca Manta,5935,6/7/17,Flat,0.1715,1-1-1,
Ecuador - Cuenca PacificTel,5937,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593723208,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593723209,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372321,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372322,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372323,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372324,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372325,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372326,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372327,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372328,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372329,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593723306,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593723307,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593723308,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593723309,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372331,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372332,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372333,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372334,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372335,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372336,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372337,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372338,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372339,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593723422,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593723423,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593723424,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593723425,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593723426,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593723427,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593723428,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593723429,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372343,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372344,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372345,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372346,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372347,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372348,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372349,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593723506,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593723507,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593723508,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593723509,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372351,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372352,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372353,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372354,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372355,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372356,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372357,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372358,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372359,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593723603,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593723604,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593723605,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593723606,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593723607,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593723608,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593723609,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372361,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372362,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372363,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372364,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593723659,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372366,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372367,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372368,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372369,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593723706,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593723707,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593723708,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593723709,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372371,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372372,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372373,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372374,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372375,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372376,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372377,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372378,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372379,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372380,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372381,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372382,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372383,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372384,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593723878,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593723879,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372388,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372389,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593723906,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593723907,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593723908,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593723909,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372391,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372392,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372393,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372394,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372395,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372396,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372397,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372398,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372399,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593724008,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593724009,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372401,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372402,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372403,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372404,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372405,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372406,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372407,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372408,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372409,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593724408,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593724409,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372441,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372442,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372443,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372444,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372445,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372446,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372447,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372448,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372449,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593724598,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593724599,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593724612,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593724613,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593724614,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593724615,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593724616,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593724617,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593724618,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593724619,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372462,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372463,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372464,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372465,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372466,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372467,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372468,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372469,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593724705,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593724706,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593724707,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593724708,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593724709,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372471,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372472,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372473,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372474,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593724777,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593724778,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593724779,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372478,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372479,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593724819,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372482,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372483,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372484,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593724858,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593724859,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372486,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372487,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372488,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372489,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593724907,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593724908,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,593724909,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372491,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372492,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372493,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372494,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372495,6/7/17,Flat,0.1114,1-1-1,
Ecuador - Cuenca PacificTel,59372496,6/7/17,Flat,0.1114,1-1-1,
